,aed_phytoplankton_micro,aed_phytoplankton_chloro,aed_phytoplankton_diatom,aed_phytoplankton_total
2009-04-14 12:00:00,9.9548877226137,9.90739308775772,9.96871651675801,29.8309973271294
2009-04-15 00:00:00,9.92620134098299,9.82556840194399,9.98885515176575,29.7406248946927
2009-04-15 12:00:00,9.90190083257881,9.74542185040887,10.0424634680154,29.6897861510031
2009-04-16 00:00:00,9.8795088660412,9.66976416862322,10.0859206409514,29.6351936756158
2009-04-16 12:00:00,9.82923683908408,9.57129575714336,10.0757137783742,29.4762463746017
2009-04-17 00:00:00,9.8060788904258,9.49901734118736,10.094131960454,29.3992281920672
2009-04-17 12:00:00,9.76413988121736,9.40908541137861,10.0904636637729,29.2636889563689
2009-04-18 00:00:00,9.74668710085563,9.3387364871513,10.1550391006412,29.2404626886481
2009-04-18 12:00:00,9.65447878842907,9.2171970705815,9.98675435818904,28.8584302171996
2009-04-19 00:00:00,9.63499684312822,9.14708850294756,10.0493370229568,28.8314223690326
2009-04-19 12:00:00,9.5801240839892,9.05056415093701,10.0200734997828,28.650761734709
2009-04-20 00:00:00,9.51131346558056,8.94896750748975,9.91211405490465,28.372395027975
2009-04-20 12:00:00,9.44946442361902,8.85020519596733,9.84002657072871,28.139696190315
2009-04-21 00:00:00,9.40784181105019,8.76560616277029,9.83092827343778,28.0043762472583
2009-04-21 12:00:00,9.35178303535594,8.67138469822817,9.78620644653927,27.8093741801234
2009-04-22 00:00:00,9.31517064365114,8.59094166246661,9.79363107274427,27.699743378862
2009-04-22 12:00:00,9.26560171689343,8.50184071028752,9.76946589823832,27.5369083254193
2009-04-23 00:00:00,9.2357940684529,8.42725302191764,9.79582162149966,27.4588687118702
2009-04-23 12:00:00,9.17750720591671,8.33388688282978,9.74734917922282,27.2587432679693
2009-04-24 00:00:00,9.14323044109984,8.25747289171704,9.76077736834036,27.1614807011572
2009-04-24 12:00:00,9.08680668204649,8.16683970130936,9.71685409643946,26.9705004797953
2009-04-25 00:00:00,9.05608000316733,8.09320786400171,9.74516587354297,26.894453740712
2009-04-25 12:00:00,8.99205682350879,8.00008353380283,9.67571472039072,26.6678550777023
2009-04-26 00:00:00,8.93454208102008,7.91203669703316,9.61851224667541,26.4650910247287
2009-04-26 12:00:00,8.88342966492806,7.82552745811806,9.61124525196346,26.3202023750096
2009-04-27 00:00:00,8.82882278919005,7.74156861446289,9.55007809130465,26.1204694949576
2009-04-27 12:00:00,8.76352337501645,7.64692651574263,9.49863026764078,25.9090801583999
2009-04-28 00:00:00,8.71749731358512,7.56773590229652,9.4844202827107,25.7696534985923
2009-04-28 12:00:00,8.66030234603613,7.47664219124984,9.47669954174804,25.613644079034
2009-04-29 00:00:00,8.62209456800125,7.40320688575146,9.48248174193378,25.5077831956865
2009-04-29 12:00:00,8.56935667758525,7.31717846168048,9.48442152393364,25.3709566631994
2009-04-30 00:00:00,8.5158156773118,7.2361793021087,9.44408283289967,25.1960778123202
2009-04-30 12:00:00,8.45361748381311,7.14875512107915,9.39181649740908,24.9941891023013
2009-05-01 00:00:00,8.41454462490243,7.07719811592062,9.40226150951529,24.8940042503383
2009-05-01 12:00:00,8.35357334579719,6.99223808554045,9.34339784740717,24.6892092787448
2009-05-02 00:00:00,8.31928146546394,6.92393165685085,9.3656257100192,24.608838832334
2009-05-02 12:00:00,8.28104025054554,6.85242449837825,9.39392125451988,24.5273860034437
2009-05-03 00:00:00,8.23847644673776,6.78128454937699,9.38117560698055,24.4009366030953
2009-05-03 12:00:00,8.21288347363496,6.71764484924588,9.45737892116809,24.3879072440489
2009-05-04 00:00:00,8.18849502164616,6.65823198316664,9.51292524922284,24.3596522540356
2009-05-04 12:00:00,8.1333204086815,6.58006788306252,9.48718421602975,24.2005725077738
2009-05-05 00:00:00,8.11939290278452,6.52636535344593,9.5895291650399,24.2352874212703
2009-05-05 12:00:00,8.05368507512983,6.4432680214836,9.52226888564034,24.0192219822538
2009-05-06 00:00:00,8.01500950862401,6.37657671997143,9.54059751193171,23.9321837405271
2009-05-06 12:00:00,7.96672491259929,6.3041892759162,9.54150587406275,23.8124200625782
2009-05-07 00:00:00,7.93957331443996,6.24515156871382,9.61050453849967,23.7952294216534
2009-05-07 12:00:00,7.88312238864581,6.16878402304413,9.5789516144971,23.630858026187
2009-05-08 00:00:00,7.84281799039993,6.10325184980999,9.5956730829154,23.5417429231253
2009-05-08 12:00:00,7.79401824870531,6.02852755562656,9.63794045989443,23.4604862642263
2009-05-09 00:00:00,7.87132404009621,6.02875887740224,10.1097245293212,24.0098074468196
2009-05-09 12:00:00,7.66678497655488,5.87838978746212,9.46799345987892,23.0131682238959
2009-05-10 00:00:00,7.61911949844119,5.81073397355831,9.45898945991813,22.8888429319176
2009-05-10 12:00:00,7.56062840270073,5.73619955043478,9.43356202059623,22.7303899737317
