,aed_phytoplankton_micro,aed_phytoplankton_chloro,aed_phytoplankton_diatom,aed_phytoplankton_total
2009-04-14 12:00:00,9.95489520096342,9.9089501601667,9.9687627180061,29.8326080791362
2009-04-15 00:00:00,9.92620120052852,9.83131690054129,9.98885471036866,29.7463728114385
2009-04-15 12:00:00,9.90191162344807,9.75625679757723,10.0425308545612,29.7006992755865
2009-04-16 00:00:00,9.87950757455904,9.68530186749222,10.0859166474304,29.6507260894817
2009-04-16 12:00:00,9.82946651882225,9.58817195753544,10.0768350568189,29.4944735331766
2009-04-17 00:00:00,9.8060760741575,9.52113696671588,10.0941235248444,29.4213365657178
2009-04-17 12:00:00,9.76429926160252,9.43406175689842,10.0911249299503,29.2894859484512
2009-04-18 00:00:00,9.74668165560941,9.36918932852234,10.1550223438555,29.2708933279873
2009-04-18 12:00:00,9.6544744862626,9.24376586725079,9.98674800089613,28.8849883544095
2009-04-19 00:00:00,9.63504260512646,9.17860559600259,10.0493875032534,28.8630357043825
2009-04-19 12:00:00,9.56878911429503,9.07513344354711,9.97378684562828,28.6177094034704
2009-04-20 00:00:00,9.50948034124248,8.97853369003849,9.9043621175282,28.3923761488092
2009-04-20 12:00:00,9.44950161261079,8.88122047465774,9.83999148886619,28.1707135761347
2009-04-21 00:00:00,9.40786905641761,8.79889331350843,9.83083322198707,28.0375955919131
2009-04-21 12:00:00,9.35181118284578,8.70555030170657,9.7861207077239,27.8434821922763
2009-04-22 00:00:00,9.31519322154441,8.62775553576718,9.79352062398842,27.7364693813
2009-04-22 12:00:00,9.26563104976015,8.54061296070651,9.76940350911813,27.5756475195848
2009-04-23 00:00:00,9.23580705914627,8.46971129584376,9.79571517701183,27.5012335320019
2009-04-23 12:00:00,9.17752759098168,8.37700327954249,9.74729426870777,27.301825139232
2009-04-24 00:00:00,9.14323708078113,8.30363786071421,9.76065840856743,27.2075333500628
2009-04-24 12:00:00,9.08681481088883,8.21371589026816,9.7167855821315,27.0173162832885
2009-04-25 00:00:00,9.05607397130377,8.14385077665921,9.7450243520886,26.9449491000516
2009-04-25 12:00:00,8.99133422520386,8.04991223931872,9.67226475470054,26.7135112192231
2009-04-26 00:00:00,8.93445683173588,7.96229801261909,9.61845080259241,26.5152056469474
2009-04-26 12:00:00,8.87894442659106,7.87492106952287,9.58617956054803,26.340045056662
2009-04-27 00:00:00,8.82899447295518,7.79372056779696,9.551001692501,26.1737167332531
2009-04-27 12:00:00,8.76395627499049,7.69987901556727,9.50158597024651,25.9654212608043
2009-04-28 00:00:00,8.71757073434352,7.62183969450198,9.48549396131343,25.8249043901589
2009-04-28 12:00:00,8.66031306692167,7.53331336006014,9.47733284592582,25.6709592729076
2009-04-29 00:00:00,8.62220518924869,7.46263031109123,9.48345568560961,25.5682911859495
2009-04-29 12:00:00,8.56942504539208,7.3788063641146,9.48524811413089,25.4334795236376
2009-04-30 00:00:00,8.51419824563938,7.29702844136146,9.4383519373732,25.249578624374
2009-04-30 12:00:00,8.46000203559239,7.21454052186556,9.4212957269009,25.0958382843589
2009-05-01 00:00:00,8.41196069685708,7.14002222267533,9.39224613157501,24.9442290511074
2009-05-01 12:00:00,8.35199639329238,7.05594689562152,9.33760972496461,24.7455530138785
2009-05-02 00:00:00,8.31765078407701,6.99039989112812,9.35975767021198,24.6678083454171
2009-05-02 12:00:00,8.27935675180384,6.92163781021247,9.38780553251306,24.5888000945294
2009-05-03 00:00:00,8.236900847002,6.85246591562557,9.37520483871057,24.4645716013381
2009-05-03 12:00:00,8.21133063024497,6.79309065237693,9.45144829042299,24.4558695730449
2009-05-04 00:00:00,8.19309549628777,6.74167332404705,9.52992424578489,24.4646930661197
2009-05-04 12:00:00,8.12694236885361,6.65764607022342,9.45852465381589,24.2431130928929
2009-05-05 00:00:00,8.11519883138357,6.61022512415655,9.57246999659415,24.2978939521343
2009-05-05 12:00:00,8.03086981061123,6.51497710045489,9.42686222224404,23.9727091333102
2009-05-06 00:00:00,8.00227083353168,6.45658954487675,9.48435391629349,23.9432142947019
2009-05-06 12:00:00,7.97440665005947,6.39740548432354,9.5706669456604,23.9424790800434
2009-05-07 00:00:00,7.90883064177691,6.31798257719334,9.47780520438106,23.7046184233513
2009-05-07 12:00:00,7.85703650966003,6.24658325952236,9.45835642752968,23.5619761967121
2009-05-08 00:00:00,7.82873169923241,6.18998379889868,9.52649409482824,23.5452095929593
2009-05-08 12:00:00,7.76891914889711,6.11336984058049,9.49475854946629,23.3770475389439
2009-05-09 00:00:00,7.88843684268418,6.15194808976821,10.1676364645849,24.2080213970373
2009-05-09 12:00:00,7.65454866350264,5.96730418002857,9.40282102980176,23.024673873333
2009-05-10 00:00:00,7.60967593184459,5.90207715205849,9.40842049515064,22.9201735790537
2009-05-10 12:00:00,7.55155685181214,5.82826511267336,9.385905880639,22.7657278451245
2009-05-11 00:00:00,7.51532075098651,5.77039094314967,9.41806437873137,22.7037760728676
2009-05-11 12:00:00,7.46355432317032,5.69674669026734,9.47252754450688,22.6328285579445
2009-05-12 00:00:00,7.47341577070622,5.67273763205541,9.65701271218308,22.8031661149447
2009-05-12 12:00:00,7.35819471350021,5.566257485928,9.39332153401028,22.3177737334385
2009-05-13 00:00:00,7.31590936191743,5.50688414472066,9.39290902717443,22.2157025338125
2009-05-13 12:00:00,7.24137634498839,5.42777872914242,9.28319463018017,21.952349704311
2009-05-14 00:00:00,7.18566677123498,5.36022994520308,9.24822193551449,21.7941186519525
2009-05-14 12:00:00,7.14039640362709,5.29895824436246,9.2660340466163,21.7053886946058
2009-05-15 00:00:00,7.11001944603369,5.24921964642043,9.31850395263136,21.6777430450855
2009-05-15 12:00:00,7.03960045914888,5.17382204089347,9.24282437967671,21.4562468797191
2009-05-16 00:00:00,6.99105684221726,5.11306582084901,9.23922423758594,21.3433469006522
2009-05-16 12:00:00,6.92485211483649,5.04111309634473,9.17960491692746,21.1455701281087
2009-05-17 00:00:00,6.88890926125928,4.98903486182614,9.21397431099426,21.0919184340797
2009-05-17 12:00:00,6.8886043936976,4.95762173674494,9.41522230558421,21.2614484360268
2009-05-18 00:00:00,6.92555230577348,4.94950195941471,9.78078075241762,21.6558350176058
2009-05-18 12:00:00,6.75143749507575,4.81662948317413,9.24703048660663,20.8150974648565
2009-05-19 00:00:00,6.70267097987326,4.75796103676764,9.23681983279076,20.6974518494317
2009-05-19 12:00:00,6.67136715656961,4.70914799548211,9.31778386598649,20.6982990180382
2009-05-20 00:00:00,6.62345172255967,4.65332378223453,9.3027456144654,20.5795211192596
2009-05-20 12:00:00,6.58667227531937,4.60207857610005,9.37001669297785,20.5587675443973
2009-05-21 00:00:00,6.53718481048546,4.54640874291571,9.35272703545998,20.4363205888612
2009-05-21 12:00:00,6.51649253840615,4.5039344783379,9.51130253817875,20.5317295549228
2009-05-22 00:00:00,6.46203445451264,4.4467006893069,9.48278163153583,20.3915167753554
2009-05-22 12:00:00,6.41077821075619,4.39011289195362,9.49225596377554,20.2931470664853
2009-05-23 00:00:00,6.43580163609325,4.37660282868234,9.8474271748421,20.6598316396177
2009-05-23 12:00:00,6.30877942201161,4.27890501959184,9.52217528432514,20.1098597259286
2009-05-24 00:00:00,6.35899306381889,4.27762320575128,10.0298545216786,20.6664707912488
2009-05-24 12:00:00,6.3080844167366,4.22385873544616,10.0559921439354,20.5879352961181
2009-05-25 00:00:00,6.31612629418634,4.2012369547307,10.3863862138436,20.9037494627606
2009-05-25 12:00:00,6.14734845783481,4.08489526455347,9.7874054328377,20.019649155226
2009-05-26 00:00:00,6.09400222281602,4.03065753005509,9.77541321546147,19.9000729683326
2009-05-26 12:00:00,6.01397087452053,3.96251111757069,9.6354037443798,19.611885736471
2009-05-27 00:00:00,6.00712783451554,3.93365967433929,9.86823052459766,19.8090180334525
2009-05-27 12:00:00,5.89827677826543,3.85215957847031,9.57587681649776,19.3263131732335
2009-05-28 00:00:00,5.83894649013764,3.79641018346508,9.53738168744636,19.1727383610491
2009-05-28 12:00:00,5.78592861439547,3.74352884921111,9.54207142254672,19.0715288861533
2009-05-29 00:00:00,5.76573108035983,3.70945930830588,9.69543181784047,19.1706222065062
2009-05-29 12:00:00,5.68589022270758,3.64349043000542,9.56345711915163,18.8928377718646
2009-05-30 00:00:00,5.69881088080397,3.62771855572042,9.88992136025859,19.216450796783
2009-05-30 12:00:00,5.61076524581347,3.55988704731639,9.69690281638405,18.8675551095139
2009-05-31 00:00:00,5.58877958901962,3.52577740817168,9.85524946440469,18.969806461596
2009-05-31 12:00:00,5.49034806115276,3.45400444944504,9.58882843852304,18.5331809491208
2009-06-01 00:00:00,5.49245884903751,3.43445596894223,9.86159120420376,18.7885060221835
2009-06-01 12:00:00,5.45777403616738,3.39536859824743,9.95642109925079,18.8095637336656
2009-06-02 00:00:00,5.48494671681756,3.38623088800416,10.4392347518182,19.3104123566399
2009-06-02 12:00:00,5.39307510456718,3.31934736245236,10.2346971678859,18.9471196349054
2009-06-03 00:00:00,5.46428136077446,3.32922945464063,11.0521672614643,19.8456780768794
2009-06-03 12:00:00,5.32188235574657,3.2409469371762,10.4733218232495,19.0361511161723
2009-06-04 00:00:00,5.4735305955377,3.29476049313622,11.7679218868366,20.5362129755105
2009-06-04 12:00:00,5.31184477747267,3.19239222286084,11.1844367865595,19.688673786893
2009-06-05 00:00:00,5.35656406300176,3.19471798754224,11.8088889938723,20.3601710444163
