,aed_phytoplankton_micro,aed_phytoplankton_chloro,aed_phytoplankton_diatom,aed_phytoplankton_total
2009-04-14 12:00:00,9.97098658181018,9.90894666890838,9.96872020790283,29.8486534586214
2009-04-15 00:00:00,9.98221964663886,9.83131582785839,9.98885042268686,29.8023858971841
2009-04-15 12:00:00,10.0094685340282,9.75624589890166,10.0424391954172,29.8081536283471
2009-04-16 00:00:00,10.0354283367194,9.68556591559119,10.086676320409,29.8076705727196
2009-04-16 12:00:00,9.94654570705829,9.57261367713575,9.97380000969067,29.4929593938847
2009-04-17 00:00:00,10.0126578833222,9.51513724232961,10.0703910565254,29.5981861821772
2009-04-17 12:00:00,9.97446472035252,9.41982845385419,10.0296951223748,29.4239882965815
2009-04-18 00:00:00,10.0402055845787,9.36338698595258,10.1264479043049,29.5300404748362
2009-04-18 12:00:00,9.9605700444069,9.25305533770682,10.0349294379926,29.2485548201063
2009-04-19 00:00:00,9.94304608508552,9.17172431920427,10.0180141633903,29.13278456768
2009-04-19 12:00:00,9.90786326117054,9.07820147494752,9.99139794348687,28.9774626796049
2009-04-20 00:00:00,9.83819086260119,8.97853345749055,9.90535784643843,28.7220821665302
2009-04-20 12:00:00,9.77856920999342,8.87982256845304,9.83284777198074,28.4912395504272
2009-04-21 00:00:00,9.7635896669586,8.79755419581405,9.82373347891981,28.3848773416925
2009-04-21 12:00:00,9.72040873707644,8.7042719038306,9.77905262545216,28.2037332663592
2009-04-22 00:00:00,9.71607668034462,8.62653577019259,9.78642174026866,28.1290341908059
2009-04-22 12:00:00,9.68997361351796,8.53943870835642,9.76224951877537,27.9916618406497
2009-04-23 00:00:00,9.70298181775159,8.46862573165392,9.78882609038849,27.960433639794
2009-04-23 12:00:00,9.6558932868573,8.37596635964925,9.74038360040825,27.7722432469148
2009-04-24 00:00:00,9.65830204713992,8.30263844653784,9.75365299127797,27.7145934849557
2009-04-24 12:00:00,9.61440266972508,8.21280493613109,9.70977360392124,27.5369812097774
2009-04-25 00:00:00,9.62857251721908,8.14296880898418,9.73797055149866,27.5095118777019
2009-04-25 12:00:00,9.56344534464839,8.04868437516249,9.66279401768194,27.2749237374928
2009-04-26 00:00:00,9.51341013428851,7.96135974144024,9.61148312510284,27.0862530008316
2009-04-26 12:00:00,9.48426373873611,7.87610376816182,9.60411760805609,26.964485114954
2009-04-27 00:00:00,9.43909296589455,7.79299064141355,9.54491423457614,26.7769978418842
2009-04-27 12:00:00,9.38577581239779,7.698719850103,9.49217558608714,26.5766712485879
2009-04-28 00:00:00,9.36360362124766,7.62138030518119,9.48066897332774,26.4656528997566
2009-04-28 12:00:00,9.33975178680961,7.53261194896676,9.4707619435601,26.3431256793365
2009-04-29 00:00:00,9.33435866248215,7.46114277551648,9.47264841673969,26.2681498547383
2009-04-29 12:00:00,9.31759587425886,7.37782764492717,9.47754619388894,26.172969713075
2009-04-30 00:00:00,9.27502419049682,7.29723314581691,9.43720233654943,26.0094596728632
2009-04-30 12:00:00,9.23908205053434,7.21372858879826,9.4135996323291,25.8664102716617
2009-05-01 00:00:00,9.20858685380297,7.13865940925361,9.38102823871621,25.7282745017728
2009-05-01 12:00:00,9.15943477408019,7.05497702874686,9.32862085983057,25.5430326626576
2009-05-02 00:00:00,9.16559791855029,6.98944143938618,9.35064205630788,25.5056814142443
2009-05-02 12:00:00,9.16870634010949,6.92067966137537,9.3789183303226,25.4683043318075
2009-05-03 00:00:00,9.16243410273571,6.85380777393615,9.37859746492319,25.394839341595
2009-05-03 12:00:00,9.19131099911386,6.79258902256804,9.44324497520999,25.4271449968919
2009-05-04 00:00:00,9.23817047020747,6.74092576065395,9.52024851046984,25.4993447413313
2009-05-04 12:00:00,9.20180148487447,6.6634676686556,9.49592244569103,25.3611915992211
2009-05-05 00:00:00,9.23315474537838,6.60681510307556,9.5512710124453,25.3912408608992
2009-05-05 12:00:00,9.15140344204139,6.51979436584656,9.46376260118992,25.1349604090779
2009-05-06 00:00:00,9.16618840712292,6.45959975739605,9.50322256774836,25.1290107322673
2009-05-06 12:00:00,9.16629887789611,6.39328863313916,9.53923813342206,25.0988256444573
2009-05-07 00:00:00,9.17508845574537,6.33290654453677,9.57467729276687,25.082672293049
2009-05-07 12:00:00,9.18357535447996,6.26843345737029,9.61149553411365,25.0635043459639
2009-05-08 00:00:00,9.16053510167595,6.19992191773281,9.59581566605161,24.9562726854604
2009-05-08 12:00:00,9.09757692018758,6.11902145266167,9.53726694048146,24.7538653133307
2009-05-09 00:00:00,9.3813232588635,6.12345770193606,9.96842128108348,25.473202241883
2009-05-09 12:00:00,8.98692692164096,5.96833634722173,9.41016002301941,24.3654232918821
